"","receta","ingredientes"
"11374",1275,"chunky peanut butter"
"11375",1275,"water"
"11376",1275,"green onions"
"11377",1275,"chili powder"
"11378",1275,"pepper flakes"
"11379",1276,"roma tomatoes"
"11380",1276,"chipotle salsa"
"11381",1276,"freshly squeezed lime juice"
"11382",1276,"brown sugar"
"11383",1276,"salt"
"11384",1276,"freshly black pepper"
"11385",1276,"tabasco"
"11386",1277,"berry cranberry sauce"
"11387",1277,"raisins"
"11388",1277,"peeled"
"11389",1277,"sugar"
"11390",1277,"sugar"
"11391",1277,"vinegar"
"11392",1277,"vinegar"
"11393",1277,"allspice"
"11394",1277,"ginger"
"11395",1277,"cinnamon"
"11396",1277,"cloves"
"11397",1278,"frozen spinach"
"11398",1278,"butter"
"11399",1278,"flour"
"11400",1278,"salt"
"11401",1278,"grind fresh black pepper"
"11402",1278,"grated onion"
"11403",1278,"freshly grated nutmeg"
"11404",1278,"chicken broth"
"11405",1278,"lemon juice"
"11406",1279,"tilapia fillets"
"11407",1279,"garlic powder"
"11408",1279,"onion powder"
"11409",1279,"cumin"
"11410",1279,"chili powder aioli"
"11411",1279,"mayonnaise"
"11412",1279,"garlic cloves"
"11413",1279,"lemon juice"
"11414",1279,"dijon mustard"
"11415",1279,"dried tarragon"
"11416",1280,"vegetable"
"11417",1280,"sauce"
"11418",1280,"garlic"
"11419",1280,"ginger"
"11420",1280,"brown sugar"
"11421",1280,"sherry"
"11422",1280,"lean meat"
"11423",1280,"tabasco sauce"
"11424",1281,"vegetable"
"11425",1281,"lamb shoulder"
"11426",1281,"onion"
"11427",1281,"garlic"
"11428",1281,"peeled fresh ginger root"
"11429",1281,"cumin"
"11430",1281,"purpose flour"
"11431",1281,"chicken stock water"
"11432",1281,"water"
"11433",1281,"fresh lime juice"
"11434",1281,"inch green chilies"
"11435",1281,"spinach"
"11436",1281,"cauliflower"
"11437",1281,"sweet potatoes"
"11438",1281,"russet potato"
"11439",1281,"butter"
"11440",1282,"vegetable"
"11441",1282,"beef chuck"
"11442",1282,"water"
"11443",1282,"green plantains"
"11444",1282,"small green banana"
"11445",1282,"salt"
"11446",1282,"freshly black pepper"
"11447",1282,"small onion"
"11448",1282,"fresh chile pepper"
"11449",1282,"curry powder"
"11450",1282,"fresh lemon juice"
"11451",1282,"wellwashed spinach leaves"
"11452",1282,"buter"
"11453",1282,"freshly grated coconut"
"11454",1283,"olive"
"11455",1283,"onion"
"11456",1283,"garlic cloves"
"11457",1283,"fennel seeds"
"11458",1283,"dried pepper"
"11459",1283,"salt"
"11460",1283,"white wine"
"11461",1283,"lemon slices"
"11462",1283,"fresh parsley"
"11463",1283,"fresh mussels"
"11464",1283,"seeded tomatoes"
"11465",1283,"appetizer servings"
"11466",1284,"chicken breasts"
"11467",1284,"broiler chicken"
"11468",1284,"grated parmesan cheese"
"11469",1284,"italian seasoning"
"11470",1284,"mozzarella cheese"
"11471",1284,"salsa"
"11472",1285,"vegetable"
"11473",1285,"garlic cloves"
"11474",1285,"onion"
"11475",1285,"rice"
"11476",1285,"cumin"
"11477",1285,"vegetable stock"
"11478",1285,"salsa"
"11479",1285,"beans"
"11480",1285,"pepper"
"11481",1285,"tomatoes"
"11482",1286,"wesson"
"11483",1286,"wine vinegar"
"11484",1286,"sour cream"
"11485",1286,"salt"
"11486",1286,"mustard"
"11487",1286,"sugar"
"11488",1286,"dried parsley"
"11489",1286,"garlic cloves"
"11490",1286,"cracked pepper"
"11491",1287,"spinach"
"11492",1287,"cherry tomatoes"
"11493",1287,"wine vinegar salad dressing"
"11494",1287,"feta cheese"
"11495",1287,"kalamata olives"
"11496",1288,"chicken breasts"
"11497",1288,"heavy cream"
"11498",1288,"spinach"
"11499",1288,"salt"
"11500",1288,"fennel seeds"
"11501",1288,"lemon rind"
"11502",1288,"nutmeg"
"11503",1288,"pepper"
"11504",1288,"vegetable"
"11505",1288,"madeira"
"11506",1288,"chicken broth"
"11507",1288,"arrowroot"
"11508",1288,"water"
"11509",1289,"sufficient pastry"
"11510",1289,"frozen spinach"
"11511",1289,"shredded swiss cheese"
"11512",1289,"crisp crumbled bacon"
"11513",1289,"onion"
"11514",1289,"undiluted carnation evap"
"11515",1289,"eggs"
"11516",1289,"flour"
"11517",1289,"butter"
"11518",1289,"salt"
"11519",1289,"grated parmesan cheese"
"11520",1290,"vegetable cooking spray"
"11521",1290,"fine breadcrumbs"
"11522",1290,"vegetable"
"11523",1290,"onion"
"11524",1290,"cloves garlic"
"11525",1290,"water"
"11526",1290,"salt"
"11527",1290,"white"
"11528",1290,"skim milk"
"11529",1290,"yolks"
"11530",1290,"whites"
"11531",1291,"sesame"
"11532",1291,"poppy"
"11533",1291,"drops vinegar"
"11534",1291,"salt pepper"
"11535",1291,"carrot grated"
"11536",1291,"half sultanas"
"11537",1291,"raisins"
"11538",1291,"quarter mustard"
"11539",1291,"cress"
"11540",1291,"bean sprouts"
"11541",1291,"sprouting alfalfa seeds"
"11542",1291,"stick celery"
"11543",1291,"drops lemon juice"
"11544",1291,"cottage cheese"
"11545",1291,"celery leaves garnish"
"11546",1292,"milk"
"11547",1292,"eggs"
"11548",1292,"squash"
"11549",1292,"brown sugar"
"11550",1292,"salt"
"11551",1292,"marshmallows"
"11552",1293,"yeast"
"11553",1293,"milk"
"11554",1293,"bread flour"
"11555",1293,"wheat flour"
"11556",1293,"flour"
"11557",1293,"salt"
"11558",1293,"honey"
"11559",1293,"raisins"
"11560",1293,"brown sugar"
"11561",1293,"water"
"11562",1293,"yeast"
"11563",1293,"milk"
"11564",1293,"bread flour"
"11565",1293,"wheat flour"
"11566",1293,"flour"
"11567",1293,"salt"
"11568",1293,"honey"
"11569",1293,"raisins"
"11570",1293,"brown sugar"
"11571",1293,"water"
"11572",1294,"dates"
"11573",1294,"garlic cloves"
"11574",1294,"ginger"
"11575",1294,"mustard seeds"
"11576",1294,"cardamom"
"11577",1294,"clove"
"11578",1294,"sugar"
"11579",1294,"vinegar"
"11580",1294,"chile powder"
"11581",1294,"cinnamon stick"
"11582",1294,"sultanas"
"11583",1294,"salt"
"11584",1295,"jaggery water"
"11585",1295,"flour"
"11586",1295,"flour"
"11587",1296,"carrots"
"11588",1296,"fresh basil leaves"
"11589",1296,"sprigs fresh rosemary"
"11590",1297,"duck"
"11591",1297,"water cover"
"11592",1297,"scallion stalks"
"11593",1297,"fresh ginger root"
"11594",1297,"sherry"
"11595",1297,"sugar"
"11596",1297,"sauce"
"11597",1297,"salt"
"11598",1298,"fish fish"
"11599",1298,"shredded fresh ginger roots"
"11600",1298,"scallions"
"11601",1298,"salt pepper taste"
"11602",1298,"bean sauce"
"11603",1298,"thin sauce"
"11604",1298,"maggie seasoning sauce"
"11605",1298,"teasponns sugar"
"11606",1298,"sesame"
"11607",1298,"rice wine"
"11608",1298,"garlic"
"11609",1298,"cooking"
"11610",1299,""
"11611",1299,"dried black mushrooms"
"11612",1299,"fish fillets"
"11613",1299,"smoked"
"11614",1299,"bamboo shoots"
"11615",1299,"chinese cabbage"
"11616",1299,"fresh ginger root"
"11617",1299,"sherry"
"11618",1299,"salt"
"11619",1299,"pepper"
"11620",1299,"white"
"11621",1299,"stock"
"11622",1299,"salt"
"11623",1299,"water"
"11624",1300,"bechedemer"
"11625",1300,"lean"
"11626",1300,"bamboo shoots"
"11627",1300,"fresh ginger root"
"11628",1300,"scallion stalk"
"11629",1300,"sherry"
"11630",1300,"sauce"
"11631",1300,"water"
"11632",1300,"sugar"
"11633",1301,"duck"
"11634",1301,"sauce"
"11635",1301,"pineapple"
"11636",1301,"water"
"11637",1301,"fresh ginger root"
"11638",1301,"sherry"
"11639",1301,"salt"
"11640",1302,"shredded flank steak"
"11641",1302,"salt"
"11642",1302,"chili strips"
"11643",1302,"celery inch lengthwise"
"11644",1302,"maggi sauce"
"11645",1303,"onion"
"11646",1303,"cloves garlic"
"11647",1303,"carrots"
"11648",1303,"parsley"
"11649",1303,"leaf"
"11650",1303,"prunes"
"11651",1303,"beef chuck"
"11652",1303,"purpose flour"
"11653",1303,"pepper"
"11654",1303,"stout"
"11655",1303,"russet potatoes"
"11656",1303,"cloves garlic"
"11657",1303,"butter"
"11658",1303,"white pepper"
"11659",1303,"lowfat milk"
"11660",1304,"cool whip liteâ®"
"11661",1304,"lowfat strawberry yogurt"
"11662",1304,"fresh strawberries"
"11663",1304,"grated"
"11664",1305,"angel food cake cubes"
"11665",1305,"vanilla instant pudding"
"11666",1305,"milk"
"11667",1305,"vanilla cream"
"11668",1305,"strawberry jello"
"11669",1305,"boiling water"
"11670",1305,"frozen strawberry slices"
"11671",1306,"eagle brand milk"
"11672",1306,"water"
"11673",1306,"instant vanilla pudding"
"11674",1306,"cool whip"
"11675",1306,"fresh strawberries"
"11676",1306,"vanilla wafers"
"11677",1307,"angel food cake"
"11678",1307,"cream cheese"
"11679",1307,"fresh"
"11680",1307,"powdered sugar"
"11681",1307,"cool whip"
"11682",1307,"sugar"
"11683",1307,"flour"
"11684",1307,"drops almond extract"
"11685",1307,"water"
"11686",1307,"strawberry jello"
"11687",1307,"food"
"11688",1308,"yellow cake"
"11689",1308,"strawberries"
"11690",1308,"strawberry glaze"
"11691",1308,"cream cheese"
"11692",1308,"sugar"
"11693",1308,"whipped topping"
"11694",1308,"confectioners sugar"
"11695",1309,""
"11696",1309,"half half"
"11697",1309,"milk"
"11698",1309,"granulated sugar"
"11699",1309,"vanilla"
"11700",1309,"yolks"
"11701",1309,"pound"
"11702",1309,"strawberry"
"11703",1309,"cream sherry"
"11704",1309,"strawberries"
"11705",1309,"whipping cream"
"11706",1309,"powdered sugar"
"11707",1309,"vanilla"
"11708",1310,"sheet"
"11709",1310,"instant vanilla pudding"
"11710",1310,"skim milk"
"11711",1310,"almond extract"
"11712",1310,"frozen whipped topping"
"11713",1310,"strawberries"
"11714",1310,"granulated sugar"
"11715",1310,"fresh lemon juice"
"11716",1310,"almonds"
"11717",1310,"powdered sugar"
"11718",1311,"sugar"
"11719",1311,"margarine"
"11720",1311,"unbleached flour"
"11721",1311,"ginger"
"11722",1311,"cinnamon"
"11723",1311,"allspice"
"11724",1311,"salt"
"11725",1311,"baking soda"
"11726",1311,"buttermilk"
"11727",1311,"molasses"
"11728",1311,"sugar"
"11729",1311,"ginger"
"11730",1311,"butter"
"11731",1311,"whipping cream"
"11732",1312,"purpose flour"
"11733",1312,"butter"
"11734",1312,"maple syrup"
"11735",1312,"salt"
"11736",1312,"baking powder"
"11737",1312,"seedless raisins"
"11738",1312,"oatmeal"
"11739",1312,"nutmeg"
"11740",1312,"milk"
"11741",1312,"nuts"
"11742",1313,"onions"
"11743",1313,"sumac"
"11744",1313,"olive"
"11745",1313,"salt"
"11746",1313,"cayenne"
"11747",1314,"water"
"11748",1314,"sugar"
"11749",1314,"lime juice"
"11750",1314,"mint leaves"
"11751",1314,"watermelon"
"11752",1314,"cantaloupe"
"11753",1314,"plums"
"11754",1314,"nectarines"
"11755",1314,"grapes"
"11756",1315,"biscuit dough"
"11757",1315,"butter"
"11758",1315,"plum"
"11759",1315,"peach"
"11760",1315,"raspberries"
"11761",1315,"small strawberries"
"11762",1315,"blackberries"
"11763",1315,"sugar"
"11764",1315,"heavy cream"
"11765",1315,"confectioners sugar"
"11766",1315,"ginger"
"11767",1315,"purpose flour"
"11768",1315,"baking powder"
"11769",1315,"salt"
"11770",1315,"stick"
"11771",1315,"milk"
"11772",1316,"strawberry gelatin powder"
"11773",1316,"boiling water"
"11774",1316,"water"
"11775",1316,"unflav"
"11776",1316,"water"
"11777",1316,"half half"
"11778",1316,"cream cheese"
"11779",1316,"sugar"
"11780",1316,"vanilla"
"11781",1316,"strawberry gelatin powder"
"11782",1316,"boiling water"
"11783",1316,"water"
"11784",1316,"fresh strawberries"
"11785",1317,"sundried tomatoes"
"11786",1317,"boiling water"
"11787",1317,"plum tomato"
"11788",1317,"peeled avocado"
"11789",1317,"onion"
"11790",1317,"fresh basil"
"11791",1317,"seeded jalapeno pepper"
"11792",1317,"orange juice"
"11793",1317,"grated lemon rind"
"11794",1317,"salt"
"11795",1317,"pepper"
"11796",1317,"garlic clove"
"11797",1317,"basil sprigs"
"11798",1318,""
"11799",1318,"cinnamon stick"
"11800",1318,"cloves"
"11801",1318,"leaf"
"11802",1318,"onion"
"11803",1318,"garlic clove"
"11804",1318,"ginger"
"11805",1318,"tomato"
"11806",1318,"cumin"
"11807",1318,"indian chillie powder"
"11808",1318,"turmeric"
"11809",1318,"salt"
"11810",1318,"yogurt"
"11811",1318,"chicken thigh"
"11812",1318,"cilantro"
"11813",1319,"oranges"
"11814",1319,"grapefruit juice"
"11815",1319,"sugar"
"11816",1319,"pouch liquid certo"
"11817",1320,"peeled tomatoes"
"11818",1320,"juice"
"11819",1320,"celery"
"11820",1320,"chick peas"
"11821",1320,"cucumber"
"11822",1320,"fresh cilantro"
"11823",1320,"green chiles"
"11824",1320,"fresh lime juice"
"11825",1320,"vinegar"
"11826",1320,"sugar"
"11827",1320,"garlic"
"11828",1320,"cumin"
"11829",1320,"oregano"
"11830",1321,"wheat flour"
"11831",1321,"white flour"
"11832",1321,"baking powder"
"11833",1321,"salt"
"11834",1321,"squash"
"11835",1321,"eggs"
"11836",1321,"milk"
"11837",1321,"melted butter"
"11838",1321,"maple syrup"
"11839",1322,"warm water"
"11840",1322,"yeast"
"11841",1322,"sugar"
"11842",1322,"purpose flour"
"11843",1322,"warm milk"
"11844",1322,"butter"
"11845",1323,"purpose flour"
"11846",1323,"granulated sugar"
"11847",1323,"salt"
"11848",1323,"baking powder"
"11849",1323,"butter"
"11850",1323,"sweet baking chocolate"
"11851",1323,"eggs"
"11852",1323,"vanilla extract"
"11853",1323,"pecans"
"11854",1323,"chocolate frosting"
"11855",1323,"confectioners sugar"
"11856",1324,"cabbage"
"11857",1324,"filling"
"11858",1324,"rice"
"11859",1324,"water"
"11860",1324,"milk"
"11861",1324,"beef"
"11862",1324,"sausage"
"11863",1324,"milk"
"11864",1324,"salt"
"11865",1324,"white pepper"
"11866",1325,"margarine"
"11867",1325,"granulated sugar"
"11868",1325,"grated"
"11869",1325,"dark"
"11870",1325,"water"
"11871",1325,"white"
"11872",1325,"purpose flour"
"11873",1325,"baking soda"
"11874",1325,"cinnamon"
"11875",1325,"ginger"
"11876",1325,"cloves"
"11877",1325,"vegetable cooking spray"
"11878",1325,"sifted powdered sugar"
"11879",1325,"skim milk"
"11880",1325,"almond extract"
"11881",1326,"sifted purpose flour"
"11882",1326,"yolks"
"11883",1326,"almond extract"
"11884",1326,"sugar"
"11885",1326,"butter"
"11886",1327,""
"11887",1327,"brown sugar"
"11888",1327,"vanilla"
"11889",1327,"salt"
"11890",1327,"flour"
"11891",1327,"icing sugar"
"11892",1328,"ketchup"
"11893",1328,"white vinegar"
"11894",1328,"water"
"11895",1328,"sugar"
"11896",1328,"lemons"
"11897",1329,"milk"
"11898",1329,"water"
"11899",1329,"butter"
"11900",1329,"salt"
"11901",1329,"bread flour"
"11902",1329,"sugar"
"11903",1329,"bread machine yeast"
"11904",1329,"milk"
"11905",1329,"water"
"11906",1329,"butter"
"11907",1329,"salt"
"11908",1329,"bread flour"
"11909",1329,"sugar"
"11910",1329,"bread machine yeast"
"11911",1330,"ears"
"11912",1330,"sugar"
"11913",1330,"salt"
"11914",1330,"milk"
"11915",1331,"roll"
"11916",1331,"yeast baker"
"11917",1332,"butter"
"11918",1332,"russet potato"
"11919",1332,"firmripe pear"
"11920",1332,"onion"
"11921",1332,"chicken broth"
"11922",1332,"fresh thyme leaves"
"11923",1332,"frozen peas"
"11924",1332,"watercress"
"11925",1332,"sprigs watercress"
"11926",1332,"salt"
"11927",1332,"freshly pepper"
"11928",1332,"sour cream"
"11929",1332,"fresh lemon juice"
"11930",1332,"freshly pepper"
"11931",1333,"pearl onions"
"11932",1333,"vegetable stock"
"11933",1333,"butter"
"11934",1333,"flour"
"11935",1333,"cleaned quartered white mushrooms"
"11936",1333,"escarole"
"11937",1333,"shelled peas"
"11938",1333,"fresh mint"
"11939",1333,"kosher salt"
"11940",1333,"freshly black pepper"
"11941",1334,"purpose flour"
"11942",1334,"eggs room temperature"
"11943",1334,"peppers"
"11944",1334,"peeled julienned"
"11945",1334,"salt"
"11946",1334,"ricotta cheese used"
"11947",1334,"eggs"
"11948",1334,"parsley"
"11949",1334,"parmesan cheese grated"
"11950",1334,"salt pepper taste"
"11951",1335,"fresh scallops"
"11952",1335,"lemon"
"11953",1335,"white pepper"
"11954",1335,"celery salt"
"11955",1335,"stick butter"
"11956",1335,"swiss cheese"
"11957",1335,"fresh parsley"
"11958",1335,"paprika"
"11959",1336,"onions"
"11960",1336,"lean"
"11961",1336,"paprika"
"11962",1336,"caraway seeds"
"11963",1336,"tomato paste"
"11964",1336,"potatoes"
"11965",1336,"sauerkraut"
"11966",1336,"sour cream"
"11967",1336,"sweet paprika"
"11968",1336,"salt pepper taste"
"11969",1337,"butter margarine"
"11970",1337,"cloves garlic"
"11971",1337,"tabasco pepper sauce"
"11972",1337,"salt"
"11973",1337,"pecan"
"11974",1338,"chicken breast"
"11975",1338,"salt pepper"
"11976",1338,"olive"
"11977",1338,"onion"
"11978",1338,"tabbouleh"
"11979",1338,"cumin"
"11980",1338,"reducedsodium chicken broth"
"11981",1339,"purpose flour"
"11982",1339,"yolks"
"11983",1339,"virgin olive"
"11984",1339,"salt"
"11985",1340,"tamarind pulp"
"11986",1340,"water"
"11987",1341,"proof vodka"
"11988",1341,"water"
"11989",1341,"dozen ripe tangerines"
"11990",1341,"white sugar"
"11991",1341,"dozen cloves"
"11992",1341,"cinnamon"
"11993",1342,"chinese noodles"
"11994",1342,"flour"
"11995",1342,"sugar"
"11996",1342,"baking soda"
"11997",1342,"water"
"11998",1342,"sesame"
"11999",1342,"chicken breasts"
"12000",1342,"green bell pepper"
"12001",1342,"sesame seeds"
"12002",1342,"sweet sour sauce"
"12003",1342,"sugar"
"12004",1342,"rice vinegar"
"12005",1342,"sesame"
"12006",1343,"sugar"
"12007",1343,"water"
"12008",1343,"white vinegar"
"12009",1343,"garlic"
"12010",1343,"fish sauce"
"12011",1343,"chinese chili suace"
"12012",1343,"lime juice"
"12013",1343,"carrot"
"12014",1344,"long grain rice"
"12015",1344,"ghee"
"12016",1344,"cumin seeds"
"12017",1344,"onion"
"12018",1344,"clove garlic"
"12019",1344,"fresh ginger"
"12020",1344,"cloves"
"12021",1344,"lamb"
"12022",1344,"green peas"
"12023",1344,"water"
"12024",1344,"salt"
"12025",1344,"garam masala"
"12026",1345,"salt"
"12027",1345,"szechuan pepperc"
"12028",1345,"granulated sugar"
"12029",1345,"ginger"
"12030",1345,"chicken thighs"
"12031",1345,"scallion"
"12032",1345,"pared fresh ginger root"
"12033",1345,"garlic"
"12034",1345,"firmly packed"
"12035",1345,"plus lapsang souchong leaves"
"12036",1345,"cinnamon stick"
"12037",1345,"strips"
"12038",1345,"zest"
"12039",1345,"drained"
"12040",1345,"water chestnuts"
"12041",1345,"lowsodium chicken broth"
"12042",1345,"fresh lemon juice"
"12043",1345,"peanut"
"12044",1345,"papaya"
"12045",1346,"olive"
"12046",1346,"turkey breast"
"12047",1346,"onions"
"12048",1346,"bell peppers"
"12049",1346,"tomatoes"
"12050",1346,"taco seasoning"
"12051",1346,"fatfree cottage cheese"
"12052",1346,"fatfree cheddar cheese grated"
"12053",1346,"whites"
"12054",1346,"fatfree cheddar cheese grated"
"12055",1347,"package frozen"
"12056",1347,"blackeyed peas"
"12057",1347,"sweet pepper"
"12058",1347,"sweet green bell pepper"
"12059",1347,"onion"
"12060",1347,"fresh jalapeno pepper"
"12061",1347,"parsley"
"12062",1347,"italian dressing"
"12063",1348,"mayonnaise"
"12064",1348,"cilantro"
"12065",1348,"shredded chicken"
"12066",1348,"tomato salsa"
"12067",1348,"burritosize flour"
"12068",1348,"romaine lettuce"
"12069",1348,"bell pepper"
"12070",1348,"onion"
"12071",1349,"beef brisket"
"12072",1349,"south barbecue"
"12073",1349,"basic american sauce"
"12074",1350,""
"12075",1350,"white wine"
"12076",1350,"green ginger"
"12077",1350,"fresh asparagus"
"12078",1350,"chinese dried mushrooms soaked water"
"12079",1350,"green curry paste used good sauce"
"12080",1350,"coconut milk"
"12081",1350,"jalapeno"
"12082",1350,"fish sauce"
"12083",1350,"sugar"
"12084",1350,"fresh basil leaves"
"12085",1351,"smooth"
"12086",1351,"water"
"12087",1351,"vinegar"
"12088",1351,"sauce"
"12089",1351,"grated fresh ginger root"
"12090",1351,"garlic"
"12091",1351,"chilled shrimp scallops"
"12092",1351,"kirby pickling cucumbers"
"12093",1351,"bell peppers"
"12094",1351,"cilantro leaves"
"12095",1351,"scallions"
"12096",1352,"onion"
"12097",1352,"bell pepper"
"12098",1352,"curry powder"
"12099",1352,"garlic"
"12100",1352,"pumpkin"
"12101",1352,"chicken bouillon cubes"
"12102",1352,"sugar"
"12103",1352,"unflav"
"12104",1352,"purpose flour"
"12105",1352,"fresh cilantro"
"12106",1353,"half half"
"12107",1353,"creamy peanut butter"
"12108",1353,"cocoanut milk"
"12109",1353,"pepper sauce"
"12110",1353,"thyme leaves"
"12111",1353,"ginger"
"12112",1353,"turmeric"
"12113",1353,"pepper flakes"
"12114",1353,"garlic"
"12115",1353,"parsley"
"12116",1353,"cream celery soup"
"12117",1353,"lowfat milk"
"12118",1353,"crabmeat"
"12119",1353,"shrimp"
"12120",1354,"onion"
"12121",1354,"long galangal slices"
"12122",1354,"fresh serrano"
"12123",1354,"lemon grass stalks"
"12124",1354,"kaffir lime leaves"
"12125",1354,"crab fish sauce"
"12126",1354,"chicken stock"
"12127",1354,"prince edward island mussels"
"12128",1354,"leeks"
"12129",1354,"carrot"
"12130",1354,"salt"
"12131",1354,"freshly white pepper"
"12132",1354,"canola"
"12133",1355,"fresh lime juice"
"12134",1355,"salt"
"12135",1355,"chili powder"
"12136",1355,"fresh"
"12137",1355,"fresh mint leaves"
"12138",1355,"pinch sugar"
"12139",1355,"poached chicken breasts"
"12140",1355,"shallot"
"12141",1355,"scallion"
"12142",1355,"mayonnaise"
"12143",1355,"loaf cumin quick bread"
"12144",1355,"mayonnaise"
"12145",1355,"fresh parsley leaves"
"12146",1356,"real butter"
"12147",1356,"sifted sugar"
"12148",1356,"cake flour"
"12149",1356,"sweet milk"
"12150",1356,"yolks"
"12151",1356,"vanilla"
"12152",1356,"bitter chocolate"
"12153",1356,"baking powder"
"12154",1356,"whites"
"12155",1357,"fresh lime juice"
"12156",1357,"triple"
"12157",1357,"tequila"
"12158",1357,"splash"
"12159",1358,"mayonnaise"
"12160",1358,"chili sauce"
"12161",1358,"potatoes"
"12162",1358,"pepper"
"12163",1358,"celery"
"12164",1358,"salt"
"12165",1358,"curry powder"
"12166",1358,"pepper"
"12167",1359,"salad shrimp"
"12168",1359,"sharp cheddar"
"12169",1359,"smoked gouda"
"12170",1359,"feta"
"12171",1359,"green onions"
"12172",1359,"black olives"
"12173",1359,"sour cream"
"12174",1359,"reduced"
"12175",1359,"fresh dill"
"12176",1359,"pasta shells"
"12177",1359,"salt"
"12178",1359,"black pepper"
"12179",1360,"idaho potatoes"
"12180",1360,"milk"
"12181",1360,"shredded sharp cheddar cheese"
"12182",1360,"shredded swiss cheese"
"12183",1360,"grated parmesan cheese"
"12184",1360,"scallions"
"12185",1360,"salt"
"12186",1360,"freshly black pepper"
"12187",1360,"eggs"
"12188",1361,"purpose flour"
"12189",1361,"butter"
"12190",1361,"sugar"
"12191",1362,"eggs"
"12192",1362,"water"
"12193",1362,"butter"
"12194",1362,"granulated sugar"
"12195",1362,"sifted purpose flour"
"12196",1362,"instant coffee"
"12197",1362,"cinnamon"
"12198",1362,"mascarpone cheese"
"12199",1362,"heavy cream"
"12200",1362,"granulated sugar"
"12201",1362,"confectioners sugar"
"12202",1362,"heavy cream"
"12203",1363,"yolks"
"12204",1363,"sugar"
"12205",1363,"marsala wine"
"12206",1363,"mascarpone cheese"
"12207",1363,"real whipping cream"
"12208",1363,"extra strong coffee"
"12209",1363,"brandy"
"12210",1363,"italian ladyfingers"
"12211",1363,"semisweet chocolate"
"12212",1364,"blanched almonds"
"12213",1364,"sweet"
"12214",1364,"granny smith apples"
"12215",1364,"rucola"
"12216",1364,"almond"
"12217",1364,"lemon juice"
"12218",1364,"salt pepper taste"
"12219",1364,"italian country bread"
"12220",1365,"filled ravioli"
"12221",1365,"vegetable cooking spray"
"12222",1365,"nonfat italian salad dressing"
"12223",1365,"breadcrumbs"
"12224",1365,"italian herb seasoning"
"12225",1365,"saltadded tomatoes"
"12226",1365,"onion"
"12227",1365,"banana pepper"
"12228",1365,"fresh basil"
"12229",1365,"fresh"
"12230",1365,"clove garlic"
"12231",1365,"balsamic vinegar"
"12232",1365,"sugar"
"12233",1366,"dark sesame"
"12234",1366,"firm tofu inch cubes"
"12235",1366,"garlic cloves"
"12236",1366,"ginger"
"12237",1366,"frozen peas"
"12238",1366,"bean sprouts"
"12239",1366,"mushrooms"
"12240",1366,"green onions"
"12241",1366,"carrots diagonal slices"
"12242",1366,"brown rice"
"12243",1366,"slivered almonds"
"12244",1366,"sauce"
"12245",1367,"olive"
"12246",1367,"lemon juice"
"12247",1367,"vegetable bouillon"
"12248",1367,"garlic cloves"
"12249",1367,"fresh herbs"
"12250",1367,"black pepper"
"12251",1367,"reducedfat tofu"
"12252",1367,"bell pepper rings"
"12253",1367,"yellow bell pepper rings"
"12254",1367,"onion"
"12255",1367,"arugula"
"12256",1367,"loaf french bread"
"12257",1367,"reducedfat mayonnaise tofu mayonnaise"
"12258",1367,"fresh basil"
"12259",1367,"garlic powder"
"12260",1367,"black pepper"
"12261",1368,"firm tofu"
"12262",1368,"tahini"
"12263",1368,"mustard"
"12264",1368,"tamari"
"12265",1368,"eggless mayo"
"12266",1368,"onion"
"12267",1368,"garlic clove"
"12268",1368,"shredded carrots"
"12269",1368,"fresh parsley"
"12270",1369,"tahini"
"12271",1369,"ounces tofu"
"12272",1369,"water"
"12273",1369,"vegetable"
"12274",1369,"lemon juice"
"12275",1369,"salt"
"12276",1369,"green onion"
"12277",1369,"garlic"
"12278",1369,"pepper sauce"
"12279",1370,"karen mintzias"
"12280",1370,"ripe tomatoes"
"12281",1370,"sugar"
"12282",1370,"salt"
"12283",1370,"freshly pepper"
"12284",1370,"onion"
"12285",1370,"pine nuts"
"12286",1370,"currants"
"12287",1370,"water"
"12288",1370,"parsley"
"12289",1370,"mint"
"12290",1370,"water"
"12291",1371,"filleted fish"
"12292",1371,"salt pepper taste"
"12293",1371,"wine"
"12294",1371,"flour"
"12295",1371,"garlic"
"12296",1371,"ginger"
"12297",1371,"frying"
"12298",1371,"wine"
"12299",1371,"sugar"
"12300",1371,"vinegar"
"12301",1371,"tomato catsup"
"12302",1371,"water"
"12303",1372,"tomatoes"
"12304",1372,"scallions"
"12305",1372,"fresh mint"
"12306",1372,"grated ginger"
"12307",1372,"fresh lime juice"
"12308",1372,"vegetable"
"12309",1372,"black mustard seeds"
"12310",1372,"salt taste"
"12311",1373,"flour"
"12312",1373,"butter"
"12313",1373,"cheddar cheese"
"12314",1373,"sage"
"12315",1373,"tomatoes"
"12316",1373,"eggs"
"12317",1373,"heavy cream"
"12318",1373,"english mustard salt freshly white pepper"
"12319",1373,"cheddar cheese"
"12320",1373,"sage"
"12321",1374,"tomato juice"
"12322",1374,"beef bouillon cubes"
"12323",1374,"grated onion"
"12324",1374,"lemon juice"
"12325",1374,"sauce"
"12326",1374,"unflav"
"12327",1374,"water"
"12328",1374,"salt"
"12329",1374,"celery"
"12330",1374,"bell pepper"
"12331",1374,"stuffed olives"
"12332",1375,"free flowing salt"
"12333",1375,"black pepper"
"12334",1375,"bottle pepper"
"12335",1375,"bottle pure garlic powder"
